Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[5] Configure entities for Programs and Projects,ORBIS-234,12629,Story,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 11:56 AM,10/Sep/25 5:26 AM,,10/Sep/25 5:26 AM,,0,Template_Management,,"Create and update entities related to Programs and Projects, defining fields, relationships, and necessary configurations in Salesforce.

AC:

* -Update the Programs and Projects entities.-
* -Create new entities based on the database diagram.-
* Synchronize the new entities to all development and testing consoles.



*Definition of Ready:*
4",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006lq:,ORBIS Sprint 2,,,,,13.0,,,,,,,,,,,,,Done,10/Sep/25 5:26 AM
[4] Database Design for Programs & Projects,ORBIS-233,12628,Story,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 11:56 AM,10/Sep/25 5:50 AM,,10/Sep/25 5:50 AM,,0,Creation_Programs_Projects,,"Design changes to the current database to fit the Programs approach.

AC:

* -Design a new database diagram with reference to the current PM Plus database.-
* -Identify attributes that need to be removed from the Project Table. There are more than 200 fields.-
* -Create a BPMN diagram-
* -Approve diagram with Rodrigo and Engineering-
* -Prepare development and testing environments for Salesforce.-",,Kelly Garrett,Saul Mamani,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:9,ORBIS Sprint 2,,,,,13.0,,,"28/Aug/25 6:08 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Database for Programs & Projects:
[Data Base.xlsx|https://orbiscompliancellc.sharepoint.com/:x:/s/ORBISDevelopment-OIS/EWfJuEhcSiRHis9ea05_Pi0BhLJRI3Et0vYs6aH3rF9_zw?wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1756231784935&web=1]

Design:
[Programs & Projects: Lucidchart|https://lucid.app/lucidchart/419dcdfe-9647-41f7-a0bc-9833be951462/edit?invitationId=inv_ffd6f168-8d62-492a-a12e-2f50b011c2f9&page=o.QKZCqmwKy-#]",,,,,,,,,,Done,10/Sep/25 5:50 AM
"[3] Create entities for Continent, Region, and Country",ORBIS-232,12627,Story,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 11:56 AM,09/Sep/25 6:46 PM,,09/Sep/25 6:46 PM,,0,Template_Management,,"Implement Continent and Region entities, and update Country with their respective information in Salesforce.

*AC:*

* -Create entities in Sandbox Dev3.-
* -Fill in the data provided in Excel.-
* -Record the entities created in Excel for deployment.-
* -Export the data to CSV to update the Salesforce console.-
* -Update all development consoles.-",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006kq:,ORBIS Sprint 2,,,,,3.0,,,,,,,,,,,,,Done,09/Sep/25 6:46 PM
[2] Configure entities for Documentation Required,ORBIS-231,12626,Story,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 11:56 AM,09/Sep/25 6:47 PM,,09/Sep/25 6:47 PM,,0,Template_Management,,"Implement the required documentation module entities in Salesforce, including initial data loading and deployment.

*AC:*

* -Create entities in Sandbox Dev3.-
* -Fill in the data provided in Excel.-
* -Record the entities created in Excel for deployment.-
* -Export the data to CSV to update the Salesforce console.-
* -Update all development consoles.-",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006kv:,ORBIS Sprint 2,,,,,3.0,,,,,,,,,,,,,Done,09/Sep/25 6:47 PM
[1] Configure entities for Template Management,ORBIS-230,12625,Story,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 11:55 AM,09/Sep/25 6:46 PM,,09/Sep/25 6:46 PM,,0,Template_Management,,"Configure the necessary entities for the template management module in Salesforce, including initial data loading and preparing it for deployment.

*AC:*

* -Create entities in Sandbox Dev3.-
* -Fill in the data provided in Excel.-
* -Record the entities created in Excel for deployment.-
* -Export the data to CSV to update the Salesforce console.-
* -Update all development consoles.-",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ku:,ORBIS Sprint 2,,,,,5.0,,,,,,,,,,,,,Done,09/Sep/25 6:46 PM
Port tasks in sheet to Jira,ORBIS-229,12562,Subtask,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 9:09 AM,25/Aug/25 9:09 AM,,,,0,,,,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006k2:,,,,,,,,,,,,,,,,12560,ORBIS-228,MCB Tasking - List MCB tasks in speadsheet,To Do,25/Aug/25 9:09 AM
MCB Tasking - List MCB tasks in speadsheet,ORBIS-228,12560,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,25/Aug/25 9:09 AM,25/Aug/25 2:33 PM,,25/Aug/25 2:33 PM,,0,,,"Analyce document sent by MCB team, and identify tasks.

AC:

Update Spreadsheet.
[^Renovación (plataforma) 2.pptx] [^Requerimiento IFT-015-2018.pptx] ",,Kelly Garrett,Saul Mamani,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/Aug/25 9:26 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Renovación (plataforma) 2.pptx;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11653,25/Aug/25 9:26 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Requerimiento IFT-015-2018.pptx;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:hzzzzwi,,,,,,5.0,,,25/Aug/25 2:30 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;[https://orbiscompliancellc.sharepoint.com/:x:/s/ORBISDevelopment-OIS/EQj0umF_YxxFk8oLtW4H7s8BGI9l81JGOwp_V0SKvTTHFQ?e=P1DFpo|https://orbiscompliancellc.sharepoint.com/:x:/s/ORBISDevelopment-OIS/EQj0umF_YxxFk8oLtW4H7s8BGI9l81JGOwp_V0SKvTTHFQ?e=P1DFpo|smart-link] ,,,,,,,,,,Done,25/Aug/25 2:33 PM
Deploy,ORBIS-227,12559,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,22/Aug/25 1:05 PM,03/Sep/25 7:57 AM,,03/Sep/25 7:57 AM,,0,,,,,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006jm:,,,,,,,,,,,,,,,,12198,ORBIS-68,Create Summary and Detail View in salesforce pricing table,Done,03/Sep/25 7:57 AM
Deploy,ORBIS-226,12557,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,22/Aug/25 1:04 PM,03/Sep/25 7:56 AM,,03/Sep/25 7:56 AM,,0,,,,,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006je:,,,,,,,,,,,,,,,,12156,ORBIS-45,Ability to round final numbers to clients,Done,03/Sep/25 7:56 AM
Create Region mapping ,ORBIS-225,12555,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,22/Aug/25 9:07 AM,17/Nov/25 7:24 AM,,17/Nov/25 7:24 AM,,0,,,,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006j6:,ORBIS Sprint 2,ORBIS Sprint 3,ORBIS Sprint 4,ORBIS Sprint 5,,,,,,,,,,,,12553,ORBIS-224,Quote PDF Adjustments,Done,17/Nov/25 7:24 AM
Quote PDF Adjustments,ORBIS-224,12553,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,22/Aug/25 8:20 AM,28/Oct/25 6:44 AM,,28/Oct/25 6:44 AM,,0,,,"The Quote PDF currently shows a heading and subtotal for every country in the quote. This creates alot of noise and maakes a quote many pages long when there are multiple countries.

We need to remove the heading and subtotal from each country.

Countries are also listed in a somewhat random order. 

For a given product, we need to group countries by Region (Carribean, LATAM, EU etc) with a single heading and single subtotal for the _Region_, not for each country. Each line item should still have its own individual price displayed still

grouping should be as follows:

* product / model
** region
*** item (bolivia)
*** item (brazil)
*** item (etc)

A “Grand total” should be displayed at the bottom of the quote, adding each regions subtotal together

If a region does not have any countries with a price, then that region _should not appear_ in the quote PDF.


",,Diego Fernando Sivila Ramirez,elvys nilton mamani herbas,Kelly Garrett,Saul Mamani,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,627bd786694943006f3538bf,712020:8a268cf9-d226-4616-8671-a4e74428371a,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,ORBIS-213,,ORBIS-334,,,22/Oct/25 10:48 AM;ug:0c3c6107-f320-475b-a69b-fe0f69da73a2;image-20251022-174838.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/12352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:hzzzzwiki,ORBIS Sprint 2,ORBIS Sprint 3,ORBIS Sprint 4,ORBIS Sprint 5,,21.0,,,"29/Sep/25 7:38 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Templates:

[ORBIS Development - OIS - Agrupacion por Regiones - Todos los documentos|https://orbiscompliancellc.sharepoint.com/sites/ORBISDevelopment-OIS/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FORBISDevelopment%2DOIS%2FShared%20Documents%2FOIS%2FOIS%2DMODULES%2FQuotation%2FTemplates%20Quotation%2FAgrupacion%20por%20Regiones&viewid=f7a13d7c%2D0c24%2D45ac%2D86a9%2De0270301b75f]","15/Oct/25 7:49 AM;627bd786694943006f3538bf;Case 1.  One model and One Region
Case 2. One Model and N Regions 
Case 3. N Models and N regions
Case 4. Combinated Quotes","22/Oct/25 10:48 AM;627bd786694943006f3538bf;URL [https://orbiscompliance--dev2b.sandbox.lightning.force.com/lightning/o/Quote_Engineering__c/home|https://orbiscompliance--dev2b.sandbox.lightning.force.com/lightning/o/Quote_Engineering__c/home]


!image-20251022-174838.png|width=2080,height=243,alt=""image-20251022-174838.png""!","23/Oct/25 5:31 AM;627bd786694943006f3538bf;Tipos de cotizaciones probadas

# Cotización con 2 Modelos, 2 Regiones y 2 Paises
Consulting Retainer 
# Cotizaciones de solo consulting Retainer
# Cotizaciones Combinadas  

Control de descuentos para los siguietes casos

# Cuando una lineas de cotizacion hacen uso del Calculated Final Price
# Cuando una lineas de cotización tienen Fixed Price
# Cuando una lineas de cotización tiene Fixed Price pero  tambien  un Precio de venta modificado manualmente

Pruebas de otras funcionalidades relacionadas con el PDF de cotización

# Cuando se modifica el Exchange Rate 
","23/Oct/25 8:44 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Last Template Approved by Elizabeth:

[https://orbiscompliancellc.sharepoint.com/:w:/r/sites/ORBISDevelopment-OIS/_layouts/15/Doc.aspx?sourcedoc=%7B878CD1C9-EFA6-4814-B426-A923D00F6B9D%7D&file=Caso%204%2C%20N%20modelos%20para%20N%20Regiones%20.docx&action=default&mobileredirect=true|https://orbiscompliancellc.sharepoint.com/:w:/r/sites/ORBISDevelopment-OIS/_layouts/15/Doc.aspx?sourcedoc=%7B878CD1C9-EFA6-4814-B426-A923D00F6B9D%7D&file=Caso%204%2C%20N%20modelos%20para%20N%20Regiones%20.docx&action=default&mobileredirect=true|smart-link] ",24/Oct/25 6:30 AM;627bd786694943006f3538bf;Pruebas de Descuentos por Origen del Account Realizadas,"27/Oct/25 7:26 AM;712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1;[~accountid:627bd786694943006f3538bf] 

I reviewed the feature added to the appliacation. To validate the ticket test cases were created and executed.",,,,Done,28/Oct/25 6:44 AM
OCD-007 Add Agent Tab in Quotator,ORBIS-223,12552,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,,,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,22/Aug/25 6:07 AM,14/Nov/25 9:37 AM,,,,0,,,"# Please support to update the current list of experts in the Quotator Area. Please see below - I think it was a quip file. We want to add another tab to list this agents and also add them to be able to share the quote request direct with them. There is an option that we added to directly email the agent.



# Please add in the pick list New request

# After the case it is closed there should be an alert in Salesforce (pop. up ) alerting that their case has been complete and they have the ability to put a happy or sad face for reviews for IT

!image-20250822-130822.png|width=50%,alt=""image-20250822-130822.png""!

!image-20250822-130843.png|width=514,height=626,alt=""image-20250822-130843.png""!",,Rodrigo Herbas,,,,,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/Aug/25 6:08 AM;eb191637-cc77-4fd1-951c-b1ff41a0450d;image-20250822-130822.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11621,22/Aug/25 6:08 AM;eb191637-cc77-4fd1-951c-b1ff41a0450d;image-20250822-130843.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006iy:,,,,,,,,,,,,,,,,14269,ORBIS-554,Salesforce Cases,To Do,22/Aug/25 6:07 AM
OCD-009 Samples Audits,ORBIS-222,12551,Task,Needs Grooming,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,,,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,22/Aug/25 6:03 AM,14/Nov/25 9:37 AM,,,,0,,,"Activate an object for Sample Audits. 
To add inventory reports with graphs and tables 

Priority 6
Created by: IT",,Rodrigo Herbas,,,,,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006iq:,,,,,,,,,,,,,,,,14269,ORBIS-554,Salesforce Cases,To Do,22/Aug/25 6:03 AM
OCD-003 Time off request improvements,ORBIS-221,12550,Task,Needs Grooming,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,,,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,22/Aug/25 6:01 AM,24/Nov/25 1:12 PM,,,,0,,,"Range Date, Cancel request for users
Created by IT
Priority 12",,Rodrigo Herbas,Saul Mamani,,,,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},Impediment,,,0|i006ip:v,,,,,,,,,"24/Nov/25 1:12 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flag) Flag added 

It is necessary a new Sandbox from Salesforce Production ",,,,,,,14269,ORBIS-554,Salesforce Cases,To Do,22/Aug/25 6:01 AM
SPIKE - investigate options with OIS / Salesforce language population of IDs,ORBIS-220,12519,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,20/Aug/25 9:29 AM,25/Aug/25 8:26 AM,,25/Aug/25 8:26 AM,,0,,,,,Kelly Garrett,Saul Mamani,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/Aug/25 7:30 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20250821-143012.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i0062e:,ORBIS Sprint 2,,,,,,,,"21/Aug/25 7:30 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Conclusions:

*(Williams)*
Add the product names in Spanish and English.
Update the price list or create a new table in Salesforce
Find out if the CSV can be updated for the price list 

*(Ruben)*
API to update the fields to be translated in the quote
Translate the technical summaries of the quote and use the API to update the quote (worker parallel)
Create new fields in the Product table for the new names

*(Elvys)*
In SF, in the DeviceModels table, create the fields “technology_es” and “technology_pt”
In SF, create new fields in the table: EngineeringQuote and FinanceQuote
    Certification Details-es
    Testing Details-es
    Sample Details-es
    Certification Details-pt
    Testing Details-pt
    Sample Details-pt

Create the UI to generate the custom PDF (reference figure)

!image-20250821-143012.png|width=921,height=552,alt=""image-20250821-143012.png""!",,,,,,,12105,ORBIS-12,Enable Currency / Langauge Selection for Final PDF,Done,25/Aug/25 8:26 AM
Add new group of countries for Eurasian Customs Union,ORBIS-219,12517,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,20/Aug/25 8:16 AM,21/Aug/25 11:33 AM,,21/Aug/25 11:33 AM,,0,,,"AC:

* Update the information in the Countries table, assign it a iso_code
* {{Update OIS to support this new country}}",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g4:i,,,,,,5.0,,,,,,,,,,,,,Done,21/Aug/25 11:33 AM
Update the price list for Cuba,ORBIS-218,12485,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,19/Aug/25 10:17 AM,20/Aug/25 3:31 PM,,20/Aug/25 3:31 PM,,0,,,"The price list for Cuba works similarly to the one for Argentina.

AC:
Update the price list in Excel.
Upload it to Salesforce.
Update OIS.
Implement.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:hzzzzt,,,,,,3.0,,,,,,,,,,,,,Done,20/Aug/25 3:31 PM
"When a quote is in the “Sent to Client” status and the “Reopen” action is performed, the reviewer approval date is not updated.",ORBIS-217,12484,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,19/Aug/25 10:14 AM,19/Aug/25 2:05 PM,,19/Aug/25 2:05 PM,,0,,,"Reported by Marcelo:

{quote}{quote}

|*Q-03847*|Sporton Smart Glasses, Mexico 2025|

The problem is that it was completed again by engineering, but the reviewer, Miguel, is not authorized to review it again and the previous review was left as approved without the option to approve it again with these changes made to the quote.


{quote}Miguel is listed as a reviewer, the error is that it still appears as if he already approved the quote in a previous instance. What we need for the future and in this opportunity are that every time a quote is reopened, the reviewer is also enabled as a reviewer again and does not see his past approval.{quote}

Solution:
When a quote is in the “Sent to Client” status and the “Reopen” action is performed, the reviewer approval date is updated.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:hzzzzv,,,,,,,,,,,,,,,,,,,Done,19/Aug/25 2:05 PM
Salesforce API training / research,ORBIS-216,12461,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 8:33 AM,26/Aug/25 8:06 AM,,26/Aug/25 8:06 AM,,0,SPIKE,,,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:,,,,,,13.0,,,,,,,,,,,,,Done,26/Aug/25 8:06 AM
